Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2018	cell-matrix adhesion (GO:0007160)	30/90	3.0647892476869937e-38	5.829229149100661e-35	0	0	58.75595238095239	5075.236621530523	ITGB1;ITGB5;ITGB4;ITGB3;ITGB2;ILK;THY1;ITGAL;PKD1;PPFIA1;ITGAV;ITGB7;RAC1;ITGA4;ITGA3;ACTN1;ITGA2;ITGA1;SORBS1;TIAM1;CTTN;ITGA10;DLC1;TRIP6;ITGA11;ITGA8;ITGA7;ITGB1BP1;ARHGEF7;VCL
GO_Biological_Process_2018	integrin-mediated signaling pathway (GO:0007229)	25/58	2.1429874757458092e-35	2.0379810894342645e-32	0	0	86.56945174286214	6910.6902065870345	ITGB1;NRP1;ITGB5;SRC;ITGB3;ITGB2;ILK;NEDD9;THY1;ABL1;PTK2B;ITGAV;ITGB7;SYK;ITGA2;PTK2;CEACAM1;ITGA10;ITGA11;MYH9;ITGB1BP1;CD47;DOCK1;BCAR1;FERMT3
GO_Biological_Process_2018	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	45/396	1.0027589938016405e-34	6.3574920207024e-32	0	0	16.298810122339535	1275.9545991258285	NRP1;SHC1;SRC;ITGB3;PXN;NEDD9;HSPB1;CBL;SDCBP;ABL1;NCK2;AKT1;PTK2B;MAPK1;ITGAV;CSK;FYN;RAC1;HRAS;GIT1;VAV3;SYK;INSR;STAT3;GAB1;PTPN11;SORBS1;PTK2;RHOA;VAV1;VAV2;TIAM1;ARPC2;PIK3CA;ABI1;RAPGEF1;ELMO1;CASS4;GRB2;ARHGEF7;SOS1;DOCK1;CRK;PTPN2;BCAR1
GO_Biological_Process_2018	ERBB signaling pathway (GO:0038127)	23/80	8.967375773645262e-28	4.263987180368322e-25	0	0	45.527318295739356	2835.386273844402	GRB7;PDPK1;SHC1;SRC;PXN;GAB1;PRKCA;PTPN11;PTPN12;CBL;PTK2;PIK3CA;NCK2;ABL1;AKT1;PTK2B;MAPK1;CSK;GRB2;PLCG1;SOS1;HRAS;BCAR1
GO_Biological_Process_2018	epidermal growth factor receptor signaling pathway (GO:0007173)	20/57	2.6968601778090145e-26	1.0258856116385491e-23	0	0	60.02125721226846	3533.758974130777	GRB7;PDPK1;SHC1;SRC;PXN;GAB1;PTPN11;CBL;PTK2;PIK3CA;NCK2;ABL1;AKT1;PTK2B;CSK;GRB2;PLCG1;SOS1;HRAS;BCAR1
GO_Biological_Process_2018	vascular endothelial growth factor receptor signaling pathway (GO:0048010)	21/70	6.916940210402434e-26	2.1926700466975712e-23	0	0	47.828087167070215	2770.8360005598993	VAV3;NRP1;SRC;ITGB3;PXN;HSPB1;RHOA;VAV1;PTK2;VAV2;PIK3CA;ABI1;NCK2;ELMO1;PTK2B;ITGAV;FYN;RAC1;DOCK1;CRK;BCAR1
GO_Biological_Process_2018	regulation of cell migration (GO:0030334)	30/316	6.325877971224778e-21	1.7188314144670752e-18	0	0	12.185314685314687	566.7345763705538	GRB7;MACF1;CD151;SRC;PTEN;CIB1;THY1;SDCBP;AKT1;PTK2B;RAC1;HRAS;INSR;RDX;PRKCA;SRCIN1;PTK2;RHOA;TIAM1;CEACAM1;MMP14;ABI3;DLC1;TRIP6;ITGA6;NF2;VCL;BCAR1;FERMT3;ENG
GO_Biological_Process_2018	positive regulation of cell migration (GO:0030335)	25/221	2.005733017733766e-19	4.768630249662029e-17	0	0	14.455290786834965	622.3451835356605	GRB7;NRP1;CD151;SRC;CIB1;PPM1F;SDCBP;PTK2B;PLCG1;HRAS;INSR;RDX;GAB1;PRKCA;PTK2;TIAM1;MMP14;TRIP6;ITGA6;ARHGEF2;PFN1;ARHGEF7;DOCK1;BCAR1;FERMT3
GO_Biological_Process_2018	regulation of stress fiber assembly (GO:0051492)	16/60	4.703664977517342e-19	9.131560783740887e-17	0	0	39.476523476523475	1665.9398763140725	NRP1;PXN;LIMK1;TESK1;ASAP3;SORBS3;RHOA;PPM1F;SLC9A1;DLC1;PPFIA1;ABL1;ITGB1BP1;RAC1;NF2;PFN1
GO_Biological_Process_2018	extracellular matrix organization (GO:0030198)	25/229	4.80103090627807e-19	9.131560783740887e-17	0	0	13.882749631644563	585.5783513159379	ITGB1;ITGB5;ITGB4;ITGB3;ITGB2;ITGAE;ITGAL;CAPN2;ITGAV;ITGB7;CAPN1;ITGB6;ITGA4;ITGA3;ITGA2;ITGA1;MMP14;ITGA10;ADAM12;ITGA11;ITGA8;ITGA7;ITGA6;CD47;ITGA9
GO_Biological_Process_2018	substrate adhesion-dependent cell spreading (GO:0034446)	13/32	1.7352728709124474e-18	3.0004445458867947e-16	0	0	73.16614509246087	2992.156355426017	NRP1;ITGA4;ITGB3;ILK;PARVA;PARVB;SRCIN1;PEAK1;ITGA8;ITGAV;ITGB7;RAC1;FERMT3
GO_Biological_Process_2018	regulation of focal adhesion assembly (GO:0051893)	14/44	4.834179577184543e-18	7.662174629837499e-16	0	0	50.1463768115942	1999.3771757191555	NRP1;MACF1;SRC;PTEN;THY1;PPM1F;RHOA;PTK2;SLC9A1;DLC1;ABL1;ITGB1BP1;RAC1;LIMS1
GO_Biological_Process_2018	Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096)	19/133	6.183618410858945e-17	9.04710939804132e-15	0	0	18.33147113594041	684.1679535744288	VAV3;SYK;SRC;LIMK1;PTK2;VAV1;VAV2;ARPC2;PIK3CA;ABI1;ELMO1;ABL1;MAPK1;GRB2;FYN;PLCG1;RAC1;DOCK1;CRK
GO_Biological_Process_2018	Fc-gamma receptor signaling pathway (GO:0038094)	19/134	7.143799712188055e-17	9.705362180415488e-15	0	0	18.171144036920087	675.5613738883917	VAV3;SYK;SRC;LIMK1;PTK2;VAV1;VAV2;ARPC2;PIK3CA;ABI1;ELMO1;ABL1;MAPK1;GRB2;FYN;PLCG1;RAC1;DOCK1;CRK
GO_Biological_Process_2018	Fc receptor mediated stimulatory signaling pathway (GO:0002431)	19/135	8.242986010656323e-17	1.0452106261512221e-14	0	0	18.013581198227698	667.1254846339027	VAV3;SYK;SRC;LIMK1;PTK2;VAV1;VAV2;ARPC2;PIK3CA;ABI1;ELMO1;ABL1;MAPK1;GRB2;FYN;PLCG1;RAC1;DOCK1;CRK
GO_Biological_Process_2018	axon guidance (GO:0007411)	20/158	1.0365763221709159e-16	1.2148978067431259e-14	0	0	16.010421755414427	589.2705885262453	VASP;GRB7;NRP1;SHC1;SRC;PTPRO;GAB1;PRKCA;PTPN11;PTK2;ENAH;PIK3CA;PTPRA;MAPK1;GRB2;FYN;PLCG1;EZR;SOS1;HRAS
GO_Biological_Process_2018	ephrin receptor signaling pathway (GO:0048013)	16/82	1.0858708051857596e-16	1.2148978067431259e-14	0	0	26.28837828837829	966.3339516870757	VAV3;SRC;PTPN11;RHOA;PTK2;VAV2;TIAM1;SDCBP;ARPC2;NCK2;FYN;RAC1;ARHGEF7;HRAS;CRK;GIT1
GO_Biological_Process_2018	cell morphogenesis involved in differentiation (GO:0000904)	14/54	1.2520430557179122e-16	1.3229921622085937e-14	0	0	37.59076086956522	1376.4452840643564	NRP1;ITGA4;ITGB3;ACTN1;ILK;PARVA;PARVB;SRCIN1;PEAK1;ITGA8;ITGAV;ITGB7;RAC1;FERMT3
GO_Biological_Process_2018	regulation of small GTPase mediated signal transduction (GO:0051056)	19/140	1.656457704104453e-16	1.658201343792984e-14	0	0	17.264832171383723	627.3466832251104	VAV3;STARD13;TRIO;ARHGEF12;SRC;ARHGAP26;ARHGAP5;ARHGAP24;RHOA;VAV1;VAV2;TIAM1;ARHGAP32;DLC1;RHOU;RAC1;ARHGEF2;ARHGEF7;SOS1
GO_Biological_Process_2018	axonogenesis (GO:0007409)	21/223	7.447169492713463e-15	7.082258187570502e-13	0	0	11.511998657492866	374.4961648740287	VASP;GRB7;NRP1;SHC1;SRC;PTPRO;GAB1;PTEN;PRKCA;PTPN11;PTK2;ENAH;PIK3CA;PTPRA;MAPK1;GRB2;FYN;PLCG1;EZR;SOS1;HRAS
GO_Biological_Process_2018	positive regulation of actin filament bundle assembly (GO:0032233)	12/44	1.0125060266538737e-14	9.170411727122226e-13	0	0	39.858870967741936	1284.4028047235354	NRP1;PXN;LIMK1;TESK1;ABL1;ITGB1BP1;RAC1;NF2;PFN1;SORBS3;PPM1F;RHOA
GO_Biological_Process_2018	actin cytoskeleton reorganization (GO:0031532)	13/61	2.554513516768522e-14	2.2084930494971495e-12	0	0	28.919144144144145	905.1209023041513	NRP1;PTPN1;GAB1;NEDD9;PARVA;PARVB;RHOA;CTTN;CASS4;MYH9;RAC1;EZR;BCAR1
