Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2015	integrin-mediated signaling pathway (GO:0007229)	37/84	1.2532049323723637e-52	3.0866437484331326e-49	0	0	96.59508391700808	11543.954897081923	ITGB1;ITGB5;ITGB4;SRC;ITGB3;ITGB2;PXN;ILK;NEDD9;ITGAE;ITGAL;PTK2B;ITGAV;ITGB7;ITGB6;VAV3;ITGA4;SYK;ITGA3;ITGA2;ITGA1;PTPN11;VAV1;PTK2;CEACAM1;ITGA10;ITGA11;ITGA8;MYH9;ITGA7;ITGB1BP1;ITGA6;CD47;DOCK1;BCAR1;ITGA9;FERMT3
GO_Biological_Process_2015	cell-substrate adhesion (GO:0031589)	35/140	1.5378839737541585e-39	1.8939041136782458e-36	0	0	40.280163599182	3599.854783990539	ITGB1;ITGB5;ITGB4;ITGB3;PXN;ITGB2;ILK;ITGAL;PKD1;PPFIA1;TRPM7;ITGAV;ITGB7;ITGB6;RAC1;ITGA4;ITGA3;ITGA2;ITGA1;PARVA;SORBS1;SRCIN1;SORBS3;RHOA;TIAM1;PEAK1;ITGA10;ITGA11;ITGA8;ITGA7;ITGB1BP1;ITGA6;VCL;FERMT3;LIMS1
GO_Biological_Process_2015	coagulation (GO:0050817)	51/472	2.2749840143307058e-38	1.400821406824132e-35	0	0	15.97154491250182	1384.3537875522409	ITGB1;ITGB3;ITGB2;ITGAL;CFL1;AKT1;SIRPA;ITGAV;RAC1;HRAS;SLC16A3;VAV3;SYK;ITGA4;ITGA3;PDPK1;ACTN1;ITGA2;ITGA1;PLAUR;PRKCA;RHOA;VAV1;VAV2;PIK3CA;ITGA6;CD47;PFN1;TLN1;SOS1;DOCK1;CRK;VCL;GRB7;SHC1;SRC;INPP5D;ABL1;MAPK1;CSK;FYN;PLCG1;SH2B1;PTPN1;CAV1;PTPN11;PTK2;ITGA10;GRB2;PTPN6;BCAR1
GO_Biological_Process_2015	blood coagulation (GO:0007596)	51/472	2.2749840143307058e-38	1.400821406824132e-35	0	0	15.97154491250182	1384.3537875522409	ITGB1;ITGB3;ITGB2;ITGAL;CFL1;AKT1;SIRPA;ITGAV;RAC1;HRAS;SLC16A3;VAV3;SYK;ITGA4;ITGA3;PDPK1;ACTN1;ITGA2;ITGA1;PLAUR;PRKCA;RHOA;VAV1;VAV2;PIK3CA;ITGA6;CD47;PFN1;TLN1;SOS1;DOCK1;CRK;VCL;GRB7;SHC1;SRC;INPP5D;ABL1;MAPK1;CSK;FYN;PLCG1;SH2B1;PTPN1;CAV1;PTPN11;PTK2;ITGA10;GRB2;PTPN6;BCAR1
GO_Biological_Process_2015	hemostasis (GO:0007599)	51/478	4.298953748652655e-38	2.117664616586298e-35	0	0	15.742245375902117	1354.4606174292924	ITGB1;ITGB3;ITGB2;ITGAL;CFL1;AKT1;SIRPA;ITGAV;RAC1;HRAS;SLC16A3;VAV3;SYK;ITGA4;ITGA3;PDPK1;ACTN1;ITGA2;ITGA1;PLAUR;PRKCA;RHOA;VAV1;VAV2;PIK3CA;ITGA6;CD47;PFN1;TLN1;SOS1;DOCK1;CRK;VCL;GRB7;SHC1;SRC;INPP5D;ABL1;MAPK1;CSK;FYN;PLCG1;SH2B1;PTPN1;CAV1;PTPN11;PTK2;ITGA10;GRB2;PTPN6;BCAR1
GO_Biological_Process_2015	cell-matrix adhesion (GO:0007160)	30/100	1.2324631985319203e-36	5.059261429973532e-34	0	0	50.336734693877546	4162.045016812313	ITGB1;ITGB5;ITGB4;ITGB3;PXN;ITGB2;ILK;ITGAL;PKD1;PPFIA1;TRPM7;ITGAV;ITGB7;ITGB6;RAC1;ITGA4;ITGA3;ITGA2;ITGA1;SORBS1;RHOA;TIAM1;ITGA10;ITGA11;ITGA8;ITGA7;ITGB1BP1;ITGA6;VCL;LIMS1
GO_Biological_Process_2015	leukocyte migration (GO:0050900)	36/226	4.204876463959558e-33	1.4795158186760557e-30	0	0	22.93801169590643	1710.007282549422	ITGB1;GRB7;SHC1;SRC;ITGB3;PTPRO;ITGB2;ITGAL;INPP5D;SIRPA;ITGAV;ITGB7;FYN;PIP5K1C;PLCG1;RAC1;HRAS;SLC16A3;VAV3;SYK;ITGA4;ITGA3;CAV1;PDE4D;ITGA1;PRKCA;PTPN11;VAV1;PIK3CA;MYH9;GRB2;PTPN6;ITGA6;CD47;SOS1;ITGA9
GO_Biological_Process_2015	cell junction organization (GO:0034330)	33/189	9.701295640780953e-32	2.986786395405436e-29	0	0	25.18717948717949	1798.6281621425574	ITGB1;CD151;FBLIM1;ITGB4;ITGB3;PXN;PTPRO;TESK1;ILK;THY1;PVR;PTK2B;CSK;PIP5K1C;RAC1;TNS1;VASP;PDPK1;ACTN1;PRKCA;PARVA;PARVB;SORBS1;RHOA;DLC1;TRIP6;ITGA6;NF2;TLN1;ARHGEF7;VCL;PLEC;LIMS1
GO_Biological_Process_2015	neuron projection guidance (GO:0097485)	40/367	4.090767597181901e-30	1.0075560591859023e-27	0	0	15.077613904695545	1020.2843437708673	ITGB1;NRP1;NRP2;TRIO;SRC;ITGB3;PTPRO;AGAP2;SDCBP;CFL1;ABL1;NCK2;MAPK1;ITGAV;FYN;PIP5K1C;PLCG1;RAC1;HRAS;VASP;PRNP;ARHGEF12;ITGA2;ITGA1;LIMK1;PTPN11;MAPK8IP3;PTK2;RHOA;VAV2;ENAH;PTPRA;ITGA10;MYH9;GRB2;TLN1;EZR;SOS1;DOCK1;ITGA9
GO_Biological_Process_2015	axon guidance (GO:0007411)	40/367	4.090767597181901e-30	1.0075560591859023e-27	0	0	15.077613904695545	1020.2843437708673	ITGB1;NRP1;NRP2;TRIO;SRC;ITGB3;PTPRO;AGAP2;SDCBP;CFL1;ABL1;NCK2;MAPK1;ITGAV;FYN;PIP5K1C;PLCG1;RAC1;HRAS;VASP;PRNP;ARHGEF12;ITGA2;ITGA1;LIMK1;PTPN11;MAPK8IP3;PTK2;RHOA;VAV2;ENAH;PTPRA;ITGA10;MYH9;GRB2;TLN1;EZR;SOS1;DOCK1;ITGA9
