Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2018	cell-matrix adhesion (GO:0007160)	32/90	1.7085429457933275e-39	3.476884894689422e-36	0	0	54.37241379310345	4853.563179108492	ITGB1;ITGB5;ITGB4;ITGB3;ITGB2;ILK;THY1;ITGAL;PKD1;PPFIA1;ITGAV;ITGB7;RAC1;ITGA4;ITGA3;ACTN1;ITGA2;ITGA1;SORBS1;TIAM1;CTTN;ITGA10;DLC1;TRIP6;ITGA11;ITGA8;ZYX;ITGA7;ITGB1BP1;ARHGEF7;VCL;FERMT2
GO_Biological_Process_2018	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	51/396	1.6287437191798283e-38	1.6572467342654753e-35	0	0	15.863127552245976	1380.257462861745	NRP1;IRS1;ITGB3;HSPB1;ACTB;NCK2;AKT1;ITGAV;RAC1;HRAS;GIT1;VAV3;SYK;GAB1;RHOA;VAV1;VAV2;TIAM1;PIK3CA;RASA1;RAPGEF1;ELMO1;ARHGEF7;SOS1;DOCK1;CRK;ROCK1;SHC1;SRC;PXN;NEDD9;CBL;SDCBP;PAK1;ABL1;PTK2B;MAPK1;CSK;FYN;LYN;INSR;STAT3;PTPN11;SORBS1;PTK2;ARPC2;ABI1;CASS4;GRB2;PTPN2;BCAR1
GO_Biological_Process_2018	integrin-mediated signaling pathway (GO:0007229)	27/58	2.228885536216192e-37	1.5119273553999835e-34	0	0	83.85507474429583	7076.877482844769	ITGB1;NRP1;ITGB5;SRC;ITGB3;ITGB2;ILK;NEDD9;THY1;ABL1;PTK2B;ITGAV;ITGB7;SYK;ITGA2;PTK2;CEACAM1;ITGA10;ITGA11;ZYX;MYH9;ITGB1BP1;CD47;DOCK1;BCAR1;FERMT2;FERMT3
GO_Biological_Process_2018	vascular endothelial growth factor receptor signaling pathway (GO:0048010)	23/70	1.1090214506692185e-27	5.642146630279648e-25	0	0	46.17560826631375	2865.950053930944	VAV3;NRP1;ROCK1;SRC;ITGB3;PXN;HSPB1;ACTB;RHOA;VAV1;PTK2;VAV2;PIK3CA;ABI1;NCK2;ELMO1;PTK2B;ITGAV;FYN;RAC1;DOCK1;CRK;BCAR1
GO_Biological_Process_2018	ERBB signaling pathway (GO:0038127)	23/80	3.823349371643689e-26	1.5561031942589814e-23	0	0	38.05531772013767	2227.2287816830626	GRB7;PDPK1;SHC1;SRC;PXN;GAB1;PRKCA;PTPN11;PTPN12;CBL;PTK2;PIK3CA;NCK2;ABL1;AKT1;PTK2B;MAPK1;CSK;GRB2;PLCG1;SOS1;HRAS;BCAR1
GO_Biological_Process_2018	epidermal growth factor receptor signaling pathway (GO:0007173)	20/57	7.017278535158428e-25	2.3800269698412336e-22	0	0	50.30851606323304	2797.971099825712	GRB7;PDPK1;SHC1;SRC;PXN;GAB1;PTPN11;CBL;PTK2;PIK3CA;NCK2;ABL1;AKT1;PTK2B;CSK;GRB2;PLCG1;SOS1;HRAS;BCAR1
GO_Biological_Process_2018	extracellular matrix organization (GO:0030198)	30/229	5.579699572964115e-23	1.6220983758545682e-20	0	0	14.60445793323051	748.3371301118865	ITGB1;ITGAM;ITGB5;ITGB4;ITGB3;ITGB2;ITGAE;ITGAL;CAPN2;ITGAX;ITGB8;ITGAV;ITGB7;CAPN1;ITGB6;ITGA4;ITGA3;ITGA2;ITGA1;MMP14;ITGAD;ITGA10;ADAM12;ITGA11;ITGA8;ITGA7;ITGA6;CD47;ITGA5;ITGA9
GO_Biological_Process_2018	ephrin receptor signaling pathway (GO:0048013)	21/82	8.850235834116685e-23	2.2512787403034315e-20	0	0	32.153445730712455	1632.72023979241	VAV3;LYN;ROCK1;SRC;PTPN11;ACTB;RHOA;PTK2;VAV2;TIAM1;SDCBP;PAK1;ARPC2;RASA1;NCK2;FYN;RAC1;ARHGEF7;HRAS;CRK;GIT1
GO_Biological_Process_2018	regulation of cell migration (GO:0030334)	33/316	4.984712531291193e-22	1.127098889019731e-19	0	0	11.417600369337856	560.03896479508	GRB7;MACF1;CD151;SRC;PTEN;NEXN;CIB1;THY1;SDCBP;PAK1;AKT1;FLNA;PTK2B;RAC1;HRAS;INSR;RDX;PRKCA;SRCIN1;PTK2;RHOA;TIAM1;CEACAM1;MMP14;ABI3;DLC1;TRIP6;ITGA6;NF2;VCL;BCAR1;FERMT3;ENG
GO_Biological_Process_2018	regulation of stress fiber assembly (GO:0051492)	18/60	4.4595115482951415e-21	9.075106000780613e-19	0	0	39.504672897196265	1851.1592530380697	NRP1;ROCK1;PXN;LIMK1;TESK1;ASAP3;SORBS3;RHOA;PPM1F;SLC9A1;PAK1;DLC1;PPFIA1;ABL1;ITGB1BP1;RAC1;NF2;PFN1
GO_Biological_Process_2018	substrate adhesion-dependent cell spreading (GO:0034446)	14/32	2.1070870528102065e-19	3.898111047698882e-17	0	0	70.4638124362895	3030.212424217162	NRP1;ITGA4;ITGB3;ILK;PARVA;PARVB;SRCIN1;PEAK1;ITGA8;ITGAV;ITGB7;RAC1;FERMT2;FERMT3
GO_Biological_Process_2018	Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096)	22/133	2.3107299525507494e-19	3.918612877867313e-17	0	0	18.55229515229515	796.107802181456	LYN;VAV3;SYK;SRC;LIMK1;ACTB;PTK2;VAV1;VAV2;PAK1;ARPC2;PIK3CA;ABI1;ELMO1;ABL1;MAPK1;GRB2;FYN;PLCG1;RAC1;DOCK1;CRK
GO_Biological_Process_2018	Fc-gamma receptor signaling pathway (GO:0038094)	22/134	2.736759379727788e-19	4.284081029035422e-17	0	0	18.38571428571429	785.8484925946752	LYN;VAV3;SYK;SRC;LIMK1;ACTB;PTK2;VAV1;VAV2;PAK1;ARPC2;PIK3CA;ABI1;ELMO1;ABL1;MAPK1;GRB2;FYN;PLCG1;RAC1;DOCK1;CRK
GO_Biological_Process_2018	Fc receptor mediated stimulatory signaling pathway (GO:0002431)	22/135	3.23662534232596e-19	4.704666122595234e-17	0	0	18.222081753055203	775.7975783286261	LYN;VAV3;SYK;SRC;LIMK1;ACTB;PTK2;VAV1;VAV2;PAK1;ARPC2;PIK3CA;ABI1;ELMO1;ABL1;MAPK1;GRB2;FYN;PLCG1;RAC1;DOCK1;CRK
GO_Biological_Process_2018	positive regulation of cell migration (GO:0030335)	26/221	7.697933684327679e-19	1.0443530031737883e-16	0	0	12.668608414239484	528.3844078663352	GRB7;NRP1;CD151;SRC;CIB1;PPM1F;SDCBP;PAK1;PTK2B;PLCG1;HRAS;INSR;RDX;GAB1;PRKCA;PTK2;TIAM1;MMP14;TRIP6;ITGA6;ARHGEF2;PFN1;ARHGEF7;DOCK1;BCAR1;FERMT3
GO_Biological_Process_2018	regulation of focal adhesion assembly (GO:0051893)	15/44	1.0016034766440025e-18	1.2739144218565904e-16	0	0	47.04989671063086	1949.979651281362	NRP1;MACF1;ROCK1;SRC;PTEN;THY1;PPM1F;RHOA;PTK2;SLC9A1;DLC1;ABL1;ITGB1BP1;RAC1;LIMS1
GO_Biological_Process_2018	cell morphogenesis involved in differentiation (GO:0000904)	15/54	3.4039365370703086e-17	4.074712266434164e-15	0	0	34.968096419709326	1325.9557381816974	NRP1;ITGA4;ITGB3;ACTN1;ILK;PARVA;PARVB;SRCIN1;PEAK1;ITGA8;ITGAV;ITGB7;RAC1;FERMT2;FERMT3
GO_Biological_Process_2018	axon guidance (GO:0007411)	21/158	1.6153339652767124e-16	1.826224788521172e-14	0	0	14.261286193655517	518.5663181617363	VASP;GRB7;NRP1;SHC1;SH3KBP1;SRC;PTPRO;GAB1;PRKCA;PTPN11;PTK2;ENAH;PIK3CA;PTPRA;MAPK1;GRB2;FYN;PLCG1;EZR;SOS1;HRAS
